clicked_items,customer_id,customer_name,number_of_line_items,order_datetime,order_number,ordered_products,promo_info
"[[""AVpimXsUilAPnD_xFsXu"",""88""],[""AVpiMIyE1cnluZ0-K0TA"",""84""],[""AVpfIODe1cnluZ0-eg35"",""32""],[""AVz5wclz-jtxr-f30F66"",""23""],[""AVwjdOdov8e3D1O-nnK9"",""30""]]",14134183,"GAINES JR,  RONALD I",3,1570128553,317570397,"[{""curr"":""USD"",""id"":""AVpfIODe1cnluZ0-eg35"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""price"":""218"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVz5wclz-jtxr-f30F66"",""name"":""Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black"",""price"":""312"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVwjdOdov8e3D1O-nnK9"",""name"":""UBD-M9500 HDR UHD Upscaling Blu-ray Disc Player"",""price"":""614"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVphq88q1cnluZ0-FFwx"",""13""],[""AVz5wc0H-jtxr-f30F6_"",""75""],[""AVqVGHKQnnc1JgDc3jDC"",""21""]]",16819948,"digital blue, inc. (db)",2,1570130039,317570398,"[{""curr"":""USD"",""id"":""AVz5wc0H-jtxr-f30F6_"",""name"":""Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""84"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqVGHKQnnc1JgDc3jDC"",""name"":""Ramsung J3 - Verizon Prepaid"",""price"":""618"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfMVD-ilAPnD_xW6bu"",""40""],[""AVpiMIyE1cnluZ0-K0TA"",""27""]]",18558459,digital attic,1,1570130457,317570399,"[{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""149"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpfvr461cnluZ0-qgHR"",""73""],[""AVz5wc0H-jtxr-f30F6_"",""30""],[""AVpg-Wj61cnluZ0-8sZe"",""52""],[""AVpio2wSilAPnD_xGGln"",""24""],[""AVpge6k2LJeJML43OhAl"",""93""],[""AVqkEzW9U2_QcyX9O0Gr"",""71""]]",9769715,"DURKIN,  GLENN P",3,1570134654,317570400,"[{""curr"":""USD"",""id"":""AVpio2wSilAPnD_xGGln"",""name"":""CRX-322 CD Receiver"",""price"":""102"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpge6k2LJeJML43OhAl"",""name"":""SENNHEISER HD 558 Over Ear Headphones HD558 - AUTHORIZED DEALER"",""price"":""249"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqkEzW9U2_QcyX9O0Gr"",""name"":""Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver"",""price"":""147"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpf-2hGilAPnD_xlfDv"",""94""],[""AVpfdBS41cnluZ0-lBIj"",""92""],[""AVpg-Wj61cnluZ0-8sZe"",""21""],[""AVpimXsUilAPnD_xFsXu"",""49""],[""AVpio2wSilAPnD_xGGln"",""41""],[""AVphTO5W1cnluZ0-Aygg"",""56""]]",9458079,"EILAND,  MICHELLE",2,1570137353,317570401,"[{""curr"":""USD"",""id"":""AVpio2wSilAPnD_xGGln"",""name"":""CRX-322 CD Receiver"",""price"":""31"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVphTO5W1cnluZ0-Aygg"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""price"":""249"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpe6-C2LJeJML43yWf1"",""11""],[""AVpfmlwTLJeJML43ARpr"",""79""],[""AVpfMVD-ilAPnD_xW6bu"",""63""]]",12999178,"power electronics, inc.",1,1570141583,317570402,"[{""curr"":""USD"",""id"":""AVpfMVD-ilAPnD_xW6bu"",""name"":""Rony - BC-TRX Battery Charger - Black"",""price"":""27"",""promotion_info"":{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""2""},""qty"":""2"",""unit"":""pcs""}]","[{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""2""}]"
"[[""AVpfWxx7LJeJML437u-H"",""51""],[""AVpjedgc1cnluZ0-W4NI"",""65""],[""AVpjedgc1cnluZ0-W4NI"",""40""]]",217029,"LATIMER,  DEANNA",2,1570147112,317570403,"[{""curr"":""USD"",""id"":""AVpjedgc1cnluZ0-W4NI"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""price"":""239"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfdBS41cnluZ0-lBIj"",""85""],[""AVpfAhIdLJeJML430Vxn"",""35""],[""AVpfm9_AilAPnD_xe8Dd"",""65""],[""AVpfvvEv1cnluZ0-qhEo"",""68""]]",1123124,apex pro solutions,2,1570148828,317570404,"[{""curr"":""USD"",""id"":""AVpfm9_AilAPnD_xe8Dd"",""name"":""YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black)"",""price"":""1799"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfvvEv1cnluZ0-qhEo"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""price"":""184"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfFAfQilAPnD_xUdv6"",""81""],[""AVqVGHKQnnc1JgDc3jDC"",""23""],[""AVpffrToLJeJML43-M2g"",""59""]]",46949990,banta digital group,2,1570151317,317570405,"[{""curr"":""USD"",""id"":""AVqVGHKQnnc1JgDc3jDC"",""name"":""Ramsung J3 - Verizon Prepaid"",""price"":""98"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpffrToLJeJML43-M2g"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""price"":""84"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfvvEv1cnluZ0-qhEo"",""18""],[""AVpgQP5vLJeJML43LQbd"",""38""],[""AVpe6jFBilAPnD_xQxO2"",""85""],[""AVwjhoD2v8e3D1O-nnNv"",""72""],[""AVpfm9HsilAPnD_xe7y2"",""13""]]",33326927,law weathers,1,1570151892,317570406,"[{""curr"":""USD"",""id"":""AVpfm9HsilAPnD_xe7y2"",""name"":""Rony STR DN860 7.2 Channel 165 Watt Receiver"",""price"":""447"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpjedgc1cnluZ0-W4NI"",""64""],[""AVpfAXof1cnluZ0-bz3u"",""39""],[""AVpfAhIdLJeJML430Vxn"",""79""],[""AVphTO5W1cnluZ0-Aygg"",""83""],[""AVpfCQslilAPnD_xThwe"",""31""]]",31925608,"LAWSON,  ERIC D",1,1570157359,317570407,"[{""curr"":""USD"",""id"":""AVpfCQslilAPnD_xThwe"",""name"":""M80UWH Manual Series Projection Screen (39.6 x 69.6)"",""price"":""84"",""promotion_info"":null,""qty"":""4"",""unit"":""pcs""}]",[]
"[[""AVphMo6qLJeJML43X_DA"",""37""],[""AVpe6jFBilAPnD_xQxO2"",""94""],[""AVpfvr461cnluZ0-qgHR"",""87""],[""AVphTO5W1cnluZ0-Aygg"",""39""]]",22100013,arq electronics manufacturing services inc,1,1570161089,317570408,"[{""curr"":""USD"",""id"":""AVphTO5W1cnluZ0-Aygg"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""price"":""31"",""promotion_info"":null,""qty"":""4"",""unit"":""pcs""}]",[]
"[[""AVpe6-C2LJeJML43yWf1"",""66""],[""AVpfvvEv1cnluZ0-qhEo"",""51""]]",4952777,flying point digital,1,1570161611,317570409,"[{""curr"":""USD"",""id"":""AVpfvvEv1cnluZ0-qhEo"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""price"":""184"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""}]",[]
"[[""AVpe6jFBilAPnD_xQxO2"",""84""],[""AVpjM1qtLJeJML43s0o6"",""48""],[""AVqVGaEBv8e3D1O-ldFu"",""58""],[""AVpffrToLJeJML43-M2g"",""51""],[""AVpfuJ4pilAPnD_xhDyM"",""72""],[""AVpfvvEv1cnluZ0-qhEo"",""89""]]",4941137,digital house,3,1570164575,317570410,"[{""curr"":""USD"",""id"":""AVpffrToLJeJML43-M2g"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""price"":""98"",""promotion_info"":null,""qty"":""4"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""448"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfvvEv1cnluZ0-qhEo"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""price"":""184"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpfIODe1cnluZ0-eg35"",""31""],[""AVpfs_O11cnluZ0-ptWU"",""85""],[""AVpfdBS41cnluZ0-lBIj"",""78""]]",18558459,digital attic,3,1570164755,317570411,"[{""curr"":""USD"",""id"":""AVpfIODe1cnluZ0-eg35"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""price"":""218"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfs_O11cnluZ0-ptWU"",""name"":""Rony HTST9 Soundbar with Wireless Subwoofer Bluetooth and Google Cast"",""price"":""293"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""1066"",""promotion_info"":null,""qty"":""4"",""unit"":""pcs""}]",[]
"[[""AVpe_9aLilAPnD_xStSC"",""19""],[""AVpe7vER1cnluZ0-aJu7"",""23""],[""AVpfmlwTLJeJML43ARpr"",""75""],[""AVpimXsUilAPnD_xFsXu"",""33""],[""AVpe6-C2LJeJML43yWf1"",""76""],[""AVpi7IY9ilAPnD_xIvXb"",""79""],[""AVpffrToLJeJML43-M2g"",""68""]]",22100013,arq electronics manufacturing services inc,3,1570167892,317570412,"[{""curr"":""USD"",""id"":""AVpe6-C2LJeJML43yWf1"",""name"":""Ramsung Radiant360 R1 Wi-Fi/Bluetooth Speaker WAM1500/ZA - Black (Certified Refurbished)"",""price"":""146"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""98"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpffrToLJeJML43-M2g"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""price"":""599"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpe6jFBilAPnD_xQxO2"",""32""],[""AVpg59zyilAPnD_xyv3y"",""12""],[""AVpiE9hhilAPnD_xAfSU"",""77""],[""AVpggL_W1cnluZ0-2Wfp"",""39""],[""AVpjedgc1cnluZ0-W4NI"",""64""],[""AVpfIODe1cnluZ0-eg35"",""61""]]",19452611,epi-electrochemical products inc,2,1570168438,317570413,"[{""curr"":""USD"",""id"":""AVpjedgc1cnluZ0-W4NI"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""price"":""218"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfIODe1cnluZ0-eg35"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""price"":""239"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVqVGHKQnnc1JgDc3jDC"",""14""]]",9917616,artorien,1,1570174063,317570414,"[{""curr"":""USD"",""id"":""AVqVGHKQnnc1JgDc3jDC"",""name"":""Ramsung J3 - Verizon Prepaid"",""price"":""84"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""}]",[]
"[[""AVwjhoD2v8e3D1O-nnNv"",""71""],[""AVpfuJ4pilAPnD_xhDyM"",""27""],[""AVpio2wSilAPnD_xGGln"",""78""]]",10393805,"atlanta digital studio, llc",2,1570176976,317570415,"[{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""448"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpio2wSilAPnD_xGGln"",""name"":""CRX-322 CD Receiver"",""price"":""249"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""}]",[]
"[[""AVpfdBS41cnluZ0-lBIj"",""52""],[""AVpfnp8HLJeJML43AmVi"",""33""],[""AVpgshBg1cnluZ0-5JlU"",""57""],[""AVpfjP9uilAPnD_xdy6-"",""52""],[""AVphTO5W1cnluZ0-Aygg"",""69""],[""AVpe_semLJeJML430DAU"",""49""]]",29630823,praetorian protection corporation,2,1570177857,317570416,"[{""curr"":""USD"",""id"":""AVphTO5W1cnluZ0-Aygg"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""price"":""33"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpe_semLJeJML430DAU"",""name"":""BC-TRW W Series Battery Charger (Black)"",""price"":""31"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""}]",[]
"[[""AVqVGaCCU2_QcyX9Ozcf"",""15""],[""AVphTO5W1cnluZ0-Aygg"",""61""]]",4497446,jae electronics,2,1570179089,317570417,"[{""curr"":""USD"",""id"":""AVqVGaCCU2_QcyX9Ozcf"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""31"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVphTO5W1cnluZ0-Aygg"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""price"":""2036"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""}]",[]
"[[""AVpfYKih1cnluZ0-jsHP"",""62""],[""AVpffrToLJeJML43-M2g"",""40""],[""AVpf-2hGilAPnD_xlfDv"",""77""],[""AVpfeG5oilAPnD_xcTsG"",""53""],[""AVpfnp8HLJeJML43AmVi"",""47""]]",13181853,tri-tech electronics inc.,1,1570179999,317570418,"[{""curr"":""USD"",""id"":""AVpfnp8HLJeJML43AmVi"",""name"":""Flipside 300 Backpack (Black)"",""price"":""76"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpi7IY9ilAPnD_xIvXb"",""57""]]",46949990,banta digital group,1,1570182818,317570419,"[{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""599"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfAhIdLJeJML430Vxn"",""71""],[""AVpfPEx61cnluZ0-gyT9"",""89""],[""AVpiGOez1cnluZ0-JzNW"",""19""],[""AVpiMIyE1cnluZ0-K0TA"",""85""],[""AVpi7IY9ilAPnD_xIvXb"",""86""],[""AVpffrToLJeJML43-M2g"",""48""]]",19452611,epi-electrochemical products inc,3,1570183690,317570420,"[{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""98"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""599"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpffrToLJeJML43-M2g"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""price"":""149"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpfuJ4pilAPnD_xhDyM"",""18""],[""AVph6KT7ilAPnD_x-rMf"",""33""],[""AVpfvvEv1cnluZ0-qhEo"",""29""]]",12474616,"SPATARO,  BRIAN J",3,1570195136,317570421,"[{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""448"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVph6KT7ilAPnD_x-rMf"",""name"":""Rony STRDN1070 7.2-channel AV Receiver w/ Bluetooth"",""price"":""184"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfvvEv1cnluZ0-qhEo"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""price"":""485"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpfFAfQilAPnD_xUdv6"",""32""],[""AVpg59zyilAPnD_xyv3y"",""95""],[""AVpgQP5vLJeJML43LQbd"",""77""],[""AVqFXQH5nnc1JgDc3gBZ"",""29""],[""AVpe7vER1cnluZ0-aJu7"",""92""]]",22100013,arq electronics manufacturing services inc,1,1570199903,317570422,"[{""curr"":""USD"",""id"":""AVpe7vER1cnluZ0-aJu7"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""price"":""60"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AV1YFjNZglJLPUi8IGc8"",""88""],[""AVz5wc0H-jtxr-f30F6_"",""67""],[""AVphTO5W1cnluZ0-Aygg"",""25""],[""AVpffrToLJeJML43-M2g"",""22""]]",2259178,bradley beach borough of,3,1570200591,317570423,"[{""curr"":""USD"",""id"":""AVz5wc0H-jtxr-f30F6_"",""name"":""Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""98"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVphTO5W1cnluZ0-Aygg"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""price"":""31"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpffrToLJeJML43-M2g"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""price"":""618"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpiTWaA1cnluZ0-L8i9"",""31""],[""AVpg-Wj61cnluZ0-8sZe"",""24""],[""AVpfvvEv1cnluZ0-qhEo"",""48""],[""AVpjedgc1cnluZ0-W4NI"",""97""],[""AVpf-2hGilAPnD_xlfDv"",""44""]]",18985617,"TSANG,  KA LING (PEGGY)",3,1570203028,317570424,"[{""curr"":""USD"",""id"":""AVpfvvEv1cnluZ0-qhEo"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""price"":""1246"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpjedgc1cnluZ0-W4NI"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""price"":""184"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpf-2hGilAPnD_xlfDv"",""name"":""Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English\"""",""price"":""239"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfjP9uilAPnD_xdy6-"",""56""],[""AVqVGHKQnnc1JgDc3jDC"",""42""],[""AVpfm9_AilAPnD_xe8Dd"",""53""],[""AVpfYKih1cnluZ0-jsHP"",""82""]]",21944885,"MCMAHON,  ANDREW R",3,1570205920,317570425,"[{""curr"":""USD"",""id"":""AVqVGHKQnnc1JgDc3jDC"",""name"":""Ramsung J3 - Verizon Prepaid"",""price"":""122"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfm9_AilAPnD_xe8Dd"",""name"":""YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black)"",""price"":""1799"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfYKih1cnluZ0-jsHP"",""name"":""CORSAIR HYDRO SERIES H100i v2 AIO Liquid CPU Cooler"",""price"":""84"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVqkE0Btnnc1JgDc3j2N"",""56""],[""AVpiHEE31cnluZ0-J8jJ"",""52""],[""AVpgQP5vLJeJML43LQbd"",""49""],[""AVqVGHKQnnc1JgDc3jDC"",""67""]]",17276159,r-squared inventory,1,1570206450,317570426,"[{""curr"":""USD"",""id"":""AVqVGHKQnnc1JgDc3jDC"",""name"":""Ramsung J3 - Verizon Prepaid"",""price"":""84"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVphzZkJ1cnluZ0-Gkcq"",""51""],[""AVpio2wSilAPnD_xGGln"",""15""],[""AVqVGaCCU2_QcyX9Ozcf"",""94""],[""AVpfuJ4pilAPnD_xhDyM"",""11""]]",22100013,arq electronics manufacturing services inc,3,1570208333,317570427,"[{""curr"":""USD"",""id"":""AVpio2wSilAPnD_xGGln"",""name"":""CRX-322 CD Receiver"",""price"":""448"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqVGaCCU2_QcyX9Ozcf"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""249"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""2036"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVqVGaCCU2_QcyX9Ozcf"",""57""]]",7552825,centenary united methodist church,1,1570209604,317570428,"[{""curr"":""USD"",""id"":""AVqVGaCCU2_QcyX9Ozcf"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""2036"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVqVGaCCU2_QcyX9Ozcf"",""90""],[""AVpffrToLJeJML43-M2g"",""16""],[""AVpfZaCp1cnluZ0-kDV9"",""96""],[""AVpfMVD-ilAPnD_xW6bu"",""39""],[""AVz5wc0H-jtxr-f30F6_"",""71""]]",8277612,"MCCOOL,  JEREMY J",3,1570212747,317570429,"[{""curr"":""USD"",""id"":""AVpfZaCp1cnluZ0-kDV9"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""27"",""promotion_info"":{""promo_disc"":0.05,""promo_id"":""1"",""promo_item"":""AVpfZaCp1cnluZ0-kDV9"",""promo_qty"":""10""},""qty"":""10"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfMVD-ilAPnD_xW6bu"",""name"":""Rony - BC-TRX Battery Charger - Black"",""price"":""2356"",""promotion_info"":{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""3""},""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVz5wc0H-jtxr-f30F6_"",""name"":""Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""618"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]","[{""promo_disc"":0.05,""promo_id"":""1"",""promo_item"":""AVpfZaCp1cnluZ0-kDV9"",""promo_qty"":""10""},{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""3""}]"
"[[""AVpfmlwTLJeJML43ARpr"",""32""],[""AVphTO5W1cnluZ0-Aygg"",""43""],[""AVqVGHKQnnc1JgDc3jDC"",""56""]]",20504327,guaranty laundry co,2,1570212809,317570430,"[{""curr"":""USD"",""id"":""AVphTO5W1cnluZ0-Aygg"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""price"":""31"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqVGHKQnnc1JgDc3jDC"",""name"":""Ramsung J3 - Verizon Prepaid"",""price"":""84"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpiJoY0LJeJML43iz5-"",""22""],[""AVpiTWaA1cnluZ0-L8i9"",""72""],[""AVpfhULY1cnluZ0-mN6h"",""58""],[""AVqkEzW9U2_QcyX9O0Gr"",""86""],[""AVwjhoD2v8e3D1O-nnNv"",""51""]]",17728997,helios electronics limited,2,1570213666,317570431,"[{""curr"":""USD"",""id"":""AVqkEzW9U2_QcyX9O0Gr"",""name"":""Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver"",""price"":""147"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVwjhoD2v8e3D1O-nnNv"",""name"":""Ankyo - TX 7.2-Ch. Network-Ready A/V Home Theater Receiver - Black"",""price"":""376"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVz5wcrn-jtxr-f30F69"",""14""],[""AVphMo6qLJeJML43X_DA"",""65""],[""AVpfCmFjLJeJML431EzG"",""82""],[""AVz5wclz-jtxr-f30F66"",""52""]]",18680444,"ERNST,  JOHN P",1,1570219630,317570432,"[{""curr"":""USD"",""id"":""AVz5wclz-jtxr-f30F66"",""name"":""Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black"",""price"":""614"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""}]",[]
"[[""AVpfWGrYLJeJML437hk2"",""76""],[""AVpfuJ4pilAPnD_xhDyM"",""22""],[""AVpiMIyE1cnluZ0-K0TA"",""66""]]",24774688,"advanced metal works, inc- amw precision and electronics",2,1570221767,317570433,"[{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""448"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""149"",""promotion_info"":null,""qty"":""6"",""unit"":""pcs""}]",[]
